fen,move_uci
rnb4r/ppppkp1p/5N2/8/8/8/PPPP1PPP/R1B1KBNR b KQ - 0 10,e7f6
rnb4r/pppp1p1p/5k2/8/8/1P6/P1PP1PPP/R1B1KBNR b KQ - 0 11,c7c5
rnb4r/pp1p1p1p/5k2/2p5/8/1P6/PBPP1PPP/R3KBNR b KQ - 1 12,f6e7
rnb4B/pp1pkp1p/8/2p5/8/1P6/P1PP1PPP/R3KBNR b KQ - 0 13,e7f8
rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,g8f6
r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 4,e5d4
r1bqkb1r/pppp1ppp/2n2n2/8/3PP3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 5,f6e4
r1bqkb1r/pppp1ppp/2n5/3P4/4n3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 6,d8h4
r1b1kb1r/pppp1ppp/2n5/3P4/4n2N/8/PP3PPP/RNBQKB1R b KQkq - 0 7,c6b4
r1b1kb1r/pppp1ppp/8/3P4/1n2n2N/P7/1P3PPP/RNBQKB1R b KQkq - 0 8,f8c5
r1b1k2r/pppp1ppp/8/2bP4/1P2n2N/8/1P3PPP/RNBQKB1R b KQkq - 0 9,e4f2
r1b1k2r/pppp1ppp/8/2bP4/1P5N/8/1P1Q1nPP/RNB1KB1R b KQkq - 1 10,f2h1
r1b1k2r/pppp1ppp/8/2bP4/1P5N/8/1PQ3PP/RNB1KB1n b Qkq - 1 11,c5b4
r1b1k2r/pppp1ppp/8/3P4/1b5N/8/1PQ1K1PP/RNB2B1n b kq - 1 12,e8g8
r1b2rk1/pppp1ppp/8/3P4/1b5N/6P1/1PQ1K2P/RNB2B1n b - - 0 13,f8e8
r1b1r1k1/pppp1ppp/8/3P4/1b5N/3K2P1/1PQ4P/RNB2B1n b - - 2 14,e8e1
r1b3k1/pppp1ppp/8/3P4/1b5N/3K2P1/1P4QP/RNB1rB1n b - - 4 15,e1c1
r1b3k1/pppp1ppp/8/3P4/1b5N/3K2P1/1P5P/RNr2B1Q b - - 0 16,d7d6
r1b3k1/ppp2ppp/3p4/3P4/1b2Q2N/3K2P1/1P5P/RNr2B2 b - - 1 17,g7g6
r1b3k1/ppp2p1p/3p2p1/3P4/Rb2Q2N/3K2P1/1P5P/1Nr2B2 b - - 1 18,b4e1
r1b3k1/ppp2p1p/3p2p1/3P4/R3Q3/3K1NP1/1P5P/1Nr1bB2 b - - 3 19,c8f5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,c6a5
r1bqkbnr/pppp1ppp/8/n2Bp3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 5 4,c7c6
r1bqkbnr/pp1p1ppp/2p5/n3p3/4P3/1B3N2/PPPP1PPP/RNBQK2R b KQkq - 1 5,a5b3
r1bqkbnr/pp1p1ppp/2p5/4p3/4P3/1P3N2/PP1P1PPP/RNBQK2R b KQkq - 0 6,d8e7
r1b1kbnr/pp1pqppp/2p5/4p3/4P3/1P3N2/PP1P1PPP/RNBQ1RK1 b kq - 2 7,e7d6
r1b1kbnr/pp1p1ppp/2pq4/4p3/1P2P3/5N2/PP1P1PPP/RNBQ1RK1 b kq - 0 8,h7h5
r1b1kbnr/pp1p1pp1/2pq4/4p2p/1P2P3/1P3N2/P2P1PPP/RNBQ1RK1 b kq - 0 9,h5h4
r1b1kbnr/pp1p1pp1/2pq4/4p3/1P2P1Pp/1P3N2/P2P1P1P/RNBQ1RK1 b kq g3 0 10,h4g3
r1b1kbnr/pp1p1pp1/2pq4/4p3/1P2P3/1P3Np1/PB1P1P1P/RN1Q1RK1 b kq - 1 11,f7f5
r1b1kbnr/pp1p2p1/2pq4/4pp2/1P2P3/1P3NP1/PB1P1P2/RN1Q1RK1 b kq - 0 12,f5e4
r1b1kbnr/pp1p2p1/2pq4/4p3/1P2p3/1P4P1/PB1P1P1N/RN1Q1RK1 b kq - 1 13,e4e3
r1b1kbnr/pp1p2p1/2pq4/4p3/1P6/1P2P1P1/PB1P3N/RN1Q1RK1 b kq - 0 14,e5e4
r1b1kbnr/pp1p2p1/2pq4/8/1P2p3/1PN1P1P1/PB1P3N/R2Q1RK1 b kq - 1 15,d6g3
r1b1kbnr/pp1p2p1/2p5/8/1P2p3/1PN1P1q1/PB1P3N/R2Q1R1K b kq - 1 16,g3h2
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq - 1 2,b8c6
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 3 3,d8f6
r1b1kbnr/pppp1ppp/2n2q2/4p3/2B1P1P1/5Q2/PPPP1P1P/RNB1K1NR b KQkq - 0 4,c6d4
r1b1kbnr/pppp1ppp/5q2/4p1P1/2BnP3/5Q2/PPPP1P1P/RNB1K1NR b KQkq - 0 5,d4c2
r1b1kbnr/pppp1ppp/5q2/4p1P1/2B1P3/5Q2/PPnP1P1P/RNBK2NR b kq - 1 6,f6f3
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,g8f6
rnbqkb1r/pppp1ppp/5n2/4Q3/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 0 3,f8e7
rnbqk2r/ppppbppp/5n2/4Q3/4P3/5N2/PPPP1PPP/RNB1KB1R b KQkq - 2 4,b8c6
r1bqk2r/ppppbppp/2n2n2/1Q6/4P3/5N2/PPPP1PPP/RNB1KB1R b KQkq - 4 5,a7a6
r1bqk2r/1pppbppp/p1n2n2/5Q2/4P3/5N2/PPPP1PPP/RNB1KB1R b KQkq - 1 6,d7d6
r1bqk2r/1pp1bppp/p1np1n2/8/4PQ2/5N2/PPPP1PPP/RNB1KB1R b KQkq - 1 7,d6d5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b1c3
r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,f1e2
r1bqkb1r/ppp2ppp/2np1n2/4p3/4P3/2N2N2/PPPPBPPP/R1BQK2R w KQkq - 2 5,e1g1
r1bqkb1r/ppp2ppp/3p1n2/4p3/3nP3/2N2N2/PPPPBPPP/R1BQ1RK1 w kq - 4 6,d2d3
r1bqkb1r/ppp2ppp/3p1n2/4p3/4P3/2NP1N2/PPP1nPPP/R1BQ1RK1 w kq - 0 7,d1e2
r2qkb1r/ppp2ppp/3p1n2/4p3/4P1b1/2NP1N2/PPP1QPPP/R1B2RK1 w kq - 1 8,c1g5
r2qkb1r/ppp2pp1/3p1n1p/4p1B1/4P1b1/2NP1N2/PPP1QPPP/R4RK1 w kq - 0 9,g5h4
r2qk2r/ppp1bpp1/3p1n1p/4p3/4P1bB/2NP1N2/PPP1QPPP/R4RK1 w kq - 2 10,c3d5
r2qk2r/ppp1bpp1/3p3p/3np3/4P1bB/3P1N2/PPP1QPPP/R4RK1 w kq - 0 11,e4d5
r2q1rk1/ppp1bpp1/3p3p/3Pp3/6bB/3P1N2/PPP1QPPP/R4RK1 w - - 1 12,d3d4
r2q1rk1/ppp1bpp1/3p3p/3P4/3p2bB/5N2/PPP1QPPP/R4RK1 w - - 0 13,e2e7
r4rk1/ppp1qpp1/3p3p/3P4/3p2bB/5N2/PPP2PPP/R4RK1 w - - 0 14,h4e7
r1r3k1/ppp1Bpp1/3p3p/3P4/3p2b1/5N2/PPP2PPP/R4RK1 w - - 1 15,h2h3
r1r3k1/ppp1Bpp1/3p3p/3P1b2/3p4/5N1P/PPP2PP1/R4RK1 w - - 1 16,f3d4
r1r3k1/ppp1Bpp1/3p3p/3P4/3Nb3/7P/PPP2PP1/R4RK1 w - - 1 17,h3h4
r1r3k1/ppp1Bp2/3p3p/3P2p1/3Nb2P/8/PPP2PP1/R4RK1 w - - 0 18,h4h5
r1r3k1/ppp1Bp2/3p3p/3b2pP/3N4/8/PPP2PP1/R4RK1 w - - 0 19,b2b3
r1r5/ppp1Bpk1/3p3p/3b2pP/3N4/1P6/P1P2PP1/R4RK1 w - - 1 20,d4f5
r1r5/ppp1Bp1k/3p3p/3b1NpP/8/1P6/P1P2PP1/R4RK1 w - - 3 21,f5d4
r1r5/ppp1Bpk1/3p3p/3b2pP/3N4/1P6/P1P2PP1/R4RK1 w - - 5 22,f1e1
r3r3/ppp1Bpk1/3p3p/3b2pP/3N4/1P6/P1P2PP1/R3R1K1 w - - 7 23,d4f5
r3r1k1/ppp1Bp2/3p3p/3b1NpP/8/1P6/P1P2PP1/R3R1K1 w - - 9 24,f5h6
r3r3/ppp1Bp1k/3p3N/3b2pP/8/1P6/P1P2PP1/R3R1K1 w - - 1 25,f2f4
r3r3/pp2Bp1k/3p3N/2pb2pP/5P2/1P6/P1P3P1/R3R1K1 w - - 0 26,f4g5
2r1r3/pp2Bp1k/3p3N/2pb2PP/8/1P6/P1P3P1/R3R1K1 w - - 1 27,g5g6
2r1r3/pp2Bpk1/3p2PN/2pb3P/8/1P6/P1P3P1/R3R1K1 w - - 1 28,g6f7
4r3/ppr1BPk1/3p3N/2pb3P/8/1P6/P1P3P1/R3R1K1 w - - 1 29,f7e8q
4Q3/pp2r1k1/3p3N/2pb3P/8/1P6/P1P3P1/R3R1K1 w - - 0 30,e8e7
8/pp2Q3/3p3k/2pb3P/8/1P6/P1P3P1/R3R1K1 w - - 0 31,e1f1
8/pp2Q3/3p4/2pb3k/8/1P6/P1P3P1/R4RK1 w - - 0 32,e7e2
8/pp6/3p2k1/2pb4/8/1P6/P1P1Q1P1/R4RK1 w - - 2 33,e2g4
8/pp5k/3p4/2pb4/6Q1/1P6/P1P3P1/R4RK1 w - - 4 34,g1f2
8/1p5k/3p4/p1pb4/6Q1/1P6/P1P2KP1/R4R2 w - - 0 35,f1h1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,g8f6
rnbqkb1r/pppp1ppp/5n2/4Q3/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 0 3,d8e7
rnb1kb1r/ppppqppp/5n2/4Q3/4P3/5N2/PPPP1PPP/RNB1KB1R b KQkq - 2 4,f6e4
rnb1kb1r/ppppqppp/8/4Q3/4n3/3P1N2/PPP2PPP/RNB1KB1R b KQkq - 0 5,e7e5
rnb1kb1r/pppp1ppp/8/4N3/4n3/3P4/PPP2PPP/RNB1KB1R b KQkq - 0 6,d7d6
rnb1kb1r/ppp2ppp/3p4/4N3/4P3/8/PPP2PPP/RNB1KB1R b KQkq - 0 7,d6e5
rnb1kb1r/ppp2ppp/8/1B2p3/4P3/8/PPP2PPP/RNB1K2R b KQkq - 1 8,c7c6
rnb1kb1r/pp3ppp/2p5/4p3/B3P3/8/PPP2PPP/RNB1K2R b KQkq - 1 9,f8b4
rnb1k2r/pp3ppp/2p5/4p3/Bb2P3/2P5/PP3PPP/RNB1K2R b KQkq - 0 10,b7b5
rnb1k2r/p4ppp/2p5/1p2p3/BP2P3/8/PP3PPP/RNB1K2R b KQkq - 0 11,b5a4
rnb1k2r/p4ppp/2p5/4p3/pP2P3/2N5/PP3PPP/R1B1K2R b KQkq - 1 12,e8g8
rnb2rk1/p4ppp/2p5/4p3/NP2P3/8/PP3PPP/R1B1K2R b KQ - 0 13,f8e8
rnb1r1k1/p4ppp/2p5/4p3/NP2P3/4B3/PP3PPP/R3K2R b KQ - 2 14,f7f5
rnb1r1k1/p5pp/2p5/4pP2/NP6/4B3/PP3PPP/R3K2R b KQ - 0 15,e5e4
rnb1r1k1/p5pp/2p5/5P2/NP2p3/4B3/PP3PPP/R4RK1 b - - 1 16,e8e5
rnb3k1/p5pp/2p5/4rP2/NP2p1P1/4B3/PP3P1P/R4RK1 b - - 0 17,c8f5
rn4k1/p5pp/2p5/4rP2/NP2p3/4B3/PP3P1P/R4RK1 b - - 0 18,e5f5
rn4k1/p5pp/2p5/2N2r2/1P2p3/4B3/PP3P1P/R4RK1 b - - 1 19,f5f3
rn4k1/p5pp/2p5/2N5/1P2p3/4Br2/PP3P1P/3R1RK1 b - - 3 20,f3h3
rn1R2k1/p5pp/2p5/2N5/1P2p3/4B2r/PP3P1P/5RK1 b - - 5 21,g8f7
rn1R4/p2N1kpp/2p5/8/1P2p3/4B2r/PP3P1P/5RK1 b - - 7 22,b8d7
R7/p2n1kpp/2p5/8/1P2p3/4B2r/PP3P1P/5RK1 b - - 0 23,d7e5
R7/p4kpp/2p5/4n3/1P2p3/4B2r/PP3P1P/3R2K1 b - - 2 24,e5f3
R7/p4kpp/2p5/8/1P2p3/4Bn1r/PP3PKP/3R4 b - - 4 25,h3h2
R7/p4kpp/2p5/8/1P2p3/4BnK1/PP3P1r/3R4 b - - 1 26,h2h4
R7/p2R1kpp/2p5/8/1P2p2r/4BnK1/PP3P2/8 b - - 3 27,f7e6
R7/p5Rp/2p1k3/8/1P2p2r/4BnK1/PP3P2/8 b - - 0 28,h4h1
8/R5Rp/2p1k3/8/1P2p3/4BnK1/PP3P2/7r b - - 0 29,h7h5
8/R7/2p1k1R1/7p/1P2p3/4BnK1/PP3P2/7r b - - 1 30,e6f5
8/R7/2R5/5k1p/1P2p3/4BnK1/PP3P2/7r b - - 0 31,h5h4
8/R7/2R5/5k2/1P2p2p/4Bn2/PP3PK1/7r b - - 1 32,h1h2
8/R7/2R5/5k2/1P2p2p/4Bn2/PP3P1r/5K2 b - - 3 33,h4h3
8/R7/2R5/1P3k2/4p3/4Bn1p/PP3P1r/5K2 b - - 0 34,h2h1
8/R7/2R5/1P3k2/4p3/4Bn1p/PP2KP2/7r b - - 2 35,h3h2
8/R7/1PR5/5k2/4p3/4Bn2/PP2KP1p/7r b - - 0 36,h1f1
8/RP6/2R5/5k2/4p3/4Bn2/PP2KP1p/5r2 b - - 0 37,f1e1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,g1f3
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,f1d3
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/2NB1N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,e1g1
r1bqk2r/p1pp1ppp/2n2n2/1pb1p3/4P3/2NB1N2/PPPP1PPP/R1BQ1RK1 w kq - 0 6,c3b5
r2qk2r/p1pp1ppp/b1n2n2/1Nb1p3/4P3/3B1N2/PPPP1PPP/R1BQ1RK1 w kq - 1 7,d3c4
r2qk2r/p1pp1ppp/b4n2/nNb1p3/2B1P3/5N2/PPPP1PPP/R1BQ1RK1 w kq - 3 8,d2d3
r2qk2r/p2p1ppp/b1p2n2/nNb1p3/2B1P3/3P1N2/PPP2PPP/R1BQ1RK1 w kq - 0 9,d1d2
r2qk2r/p2p1ppp/b4n2/npb1p3/2B1P3/3P1N2/PPPQ1PPP/R1B2RK1 w kq - 0 10,c4b5
r2qk2r/p2p1ppp/5n2/nbb1p3/4P3/3P1N2/PPPQ1PPP/R1B2RK1 w kq - 0 11,d2c3
r2qk2r/p4ppp/3p1n2/nbb1p3/4P3/2QP1N2/PPP2PPP/R1B2RK1 w kq - 0 12,d3d4
r2qk2r/p4ppp/3p1n2/nbb5/3pP3/2Q2N2/PPP2PPP/R1B2RK1 w kq - 0 13,f3d4
r2qk2r/p4ppp/3p4/nbb5/3Nn3/2Q5/PPP2PPP/R1B2RK1 w kq - 0 14,c3f3
r2qk2r/p5pp/3p4/nbb2p2/3Nn3/5Q2/PPP2PPP/R1B2RK1 w kq - 0 15,f3f5
r3k2r/p3q1pp/3p4/nbb2Q2/3Nn3/8/PPP2PPP/R1B2RK1 w kq - 1 16,f2f3
r3k2r/p3q1pp/3p1n2/nbb2Q2/3N4/5P2/PPP3PP/R1B2RK1 w kq - 1 17,c1g5
r3k2r/p3q1pp/3p1n2/nb3QB1/3b4/5P2/PPP3PP/R4RK1 w kq - 0 18,f1f2
r3k2r/p3q1pp/3p1n2/nb3QB1/8/5P2/PPP2bPP/R5K1 w kq - 0 19,g1f2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3
rnbqkbnr/ppp1pppp/8/8/3pP3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,c3d5
rnbqkbnr/ppp2ppp/4p3/3N4/3pP3/8/PPPP1PPP/R1BQKBNR w KQkq - 0 4,f1b5
rnbqkbnr/pp3ppp/2p1p3/1B1N4/3pP3/8/PPPP1PPP/R1BQK1NR w KQkq - 0 5,b5a4
rnbqkbnr/p4ppp/2p1p3/1p1N4/B2pP3/8/PPPP1PPP/R1BQK1NR w KQkq - 0 6,a4b3
rnbqkbnr/p4ppp/4p3/1p1p4/3pP3/1B6/PPPP1PPP/R1BQK1NR w KQkq - 0 7,e4d5
rnbqkbnr/p4ppp/8/1p1p4/3p4/1B6/PPPP1PPP/R1BQK1NR w KQkq - 0 8,d1h5
r1bqkbnr/p4ppp/2n5/1p1p3Q/3p4/1B6/PPPP1PPP/R1B1K1NR w KQkq - 2 9,b3d5
r2qkbnr/p2b1ppp/2n5/1p1B3Q/3p4/8/PPPP1PPP/R1B1K1NR w KQkq - 1 10,h5f7
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3
rnbqk1nr/pppp1ppp/8/2b1p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,g1f3
rnbqk2r/pppp1ppp/5n2/2b1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,f3e5
rnbqk2r/ppp2ppp/3p1n2/2b1N3/4P3/2N5/PPPP1PPP/R1BQKB1R w KQkq - 0 5,f1c4
rnbqkr2/ppp2ppp/3p1n2/2b1N3/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQq - 2 6,e5f7
rnbqk3/ppp2rpp/3p1n2/2b5/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQq - 0 7,e4e5
rnbqk3/ppp2rpp/5n2/2b1p3/2B5/2N5/PPPP1PPP/R1BQK2R w KQq - 0 8,f2f3
rnbqk3/pppn1rpp/8/2b1p3/2B5/2N2P2/PPPP2PP/R1BQK2R w KQq - 1 9,f3f4
rnbqk3/ppp2rpp/1n6/2b1p3/2B2P2/2N5/PPPP2PP/R1BQK2R w KQq - 1 10,d1h5
rnbqk3/ppp2rpp/8/2b1p2Q/2n2P2/2N5/PPPP2PP/R1B1K2R w KQq - 0 11,h1f1
rnbqk3/ppp2r1p/6p1/2b1p2Q/2n2P2/2N5/PPPP2PP/R1B1KR2 w Qq - 0 12,h5h6
rnbqk3/ppp1r2p/6pQ/2b1p3/2n2P2/2N5/PPPP2PP/R1B1KR2 w Qq - 2 13,f4e5
rnbqk3/ppp1r2p/6pQ/2b1n3/8/2N5/PPPP2PP/R1B1KR2 w Qq - 0 14,h6f8
rnbq1Q2/pppkr2p/6p1/2b1n3/8/2N5/PPPP2PP/R1B1KR2 w Q - 2 15,f8f6
rnbq4/pppkr2p/3b1Qp1/4n3/8/2N5/PPPP2PP/R1B1KR2 w Q - 4 16,c3e4
r1bq4/pppkr2p/2nb1Qp1/4n3/4N3/8/PPPP2PP/R1B1KR2 w Q - 6 17,e4d6
r1bq4/pp1kr2p/2np1Qp1/4n3/8/8/PPPP2PP/R1B1KR2 w Q - 0 18,b2b3
r1b2q2/pp1kr2p/2np1Qp1/4n3/8/1P6/P1PP2PP/R1B1KR2 w Q - 1 19,f6f8
r1b2Q2/pp1krn1p/2np2p1/8/8/1P6/P1PP2PP/R1B1KR2 w Q - 1 20,e1d1
r1b2Q2/pp1krn1p/3p2p1/8/1n6/1P6/P1PP2PP/R1BK1R2 w - - 3 21,c1a3
r1b2Q2/pp1krn1p/3p2p1/3n4/8/BP6/P1PP2PP/R2K1R2 w - - 5 22,c2c4
r1b2Q2/pp1krn1p/3p2p1/8/2P2n2/BP6/P2P2PP/R2K1R2 w - - 1 23,f8g7
r1b5/pp1krnQp/3p2p1/8/2P5/BP6/P2P2nP/R2K1R2 w - - 0 24,g7d4
r1b5/pp1kr2p/3p2p1/4n3/2PQ4/BP6/P2P2nP/R2K1R2 w - - 2 25,d4d6
r1b1k3/pp2r2p/3Q2p1/4n3/2P5/BP6/P2P2nP/R2K1R2 w - - 1 26,d6e7
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,g8f6
rnbqkb1r/pppp1ppp/5n2/4Q3/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 0 3,d8e7
rnb1kb1r/ppppqppp/5n2/1Q6/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 2 4,f6e4
rnb1kb1r/ppppqppp/8/1Q6/4n3/2N5/PPPP1PPP/R1B1KBNR b KQkq - 1 5,e4c3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,b1c3
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,g1f3
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 2 4,f1c4
r1bqkb1r/ppp2ppp/2np1n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,f3g5
r1bqkb1r/ppp2pp1/2np1n1p/4p1N1/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 6,g5f7
r1b1kb1r/ppp1qNp1/2np1n1p/4p3/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQkq - 1 7,f7h8
r3kb1N/ppp1q1p1/2np1n1p/4p3/2B1P1b1/2N5/PPPP1PPP/R1BQK2R w KQq - 1 8,c4f7
r4b1N/pppkqBp1/2np1n1p/4p3/4P1b1/2N5/PPPP1PPP/R1BQK2R w KQ - 3 9,f7b3
r4b1N/pppkq1p1/2np1n1p/4p3/4P3/1BN5/PPPP1PPP/R1BbK2R w KQ - 0 10,e1d1
r4b1N/p1pkq1p1/2np1n1p/1p2p3/4P3/1BN5/PPPP1PPP/R1BK3R w - - 0 11,h8g6
r3qb2/p1pk2p1/2np1nNp/1p2p3/4P3/1BN5/PPPP1PPP/R1BK3R w - - 2 12,c3b5
r3qb2/2pk2p1/p1np1nNp/1N2p3/4P3/1B6/PPPP1PPP/R1BK3R w - - 0 13,b5c3
r4b2/2pk2p1/p1np1nqp/4p3/4P3/1BN5/PPPP1PPP/R1BK3R w - - 0 14,c3d5
r4b2/2pk2p1/p1np1n1p/3Np3/4P3/1B6/PPPP1PqP/R1BK3R w - - 0 15,h1e1
r4b2/2pk2p1/p1np3p/3Np3/4P1n1/1B6/PPPP1PqP/R1BKR3 w - - 2 16,f2f4
r4b2/2pk2p1/p1np3p/3Np3/4PP2/1B6/PPPP1nqP/R1BKR3 w - - 1 17,d1e2
r4b2/2pk2p1/p1np3p/3Np3/4nP2/1B6/PPPPK1qP/R1B1R3 w - - 0 18,e2d3
r4b2/2pk2p1/p1np3p/3Np3/4nP2/1B1K4/PPPP1q1P/R1B1R3 w - - 2 19,f4e5
r4b2/2pk2p1/p1np3p/3NP3/4n3/1B1K4/PPPP3P/R1B1q3 w - - 0 20,d5f4
r4b2/2pk2p1/p1n4p/4p3/4nN2/1B1K4/PPPP3P/R1B1q3 w - - 0 21,b3e6
r4b2/2p1k1p1/p1n1B2p/4p3/4nN2/3K4/PPPP3P/R1B1q3 w - - 2 22,f4g6
r4b2/2p3p1/p1n1k1Np/4p3/4n3/3K4/PPPP3P/R1B1q3 w - - 0 23,b2b4
r4b2/2p3p1/p3k1Np/4p3/1n2n3/3K4/P1PP3P/R1B1q3 w - - 0 24,d3c4
r4b2/2p3p1/p3k1Np/4p3/2K1n3/8/P1nP3P/R1B1q3 w - - 0 25,a1b1
r7/2p3p1/p3k1Np/2b1p3/2K1n3/8/P1nP3P/1RB1q3 w - - 2 26,b1b7
r7/1Rp3p1/p3k1Np/2b1p3/2K1n3/4n3/P2P3P/2B1q3 w - - 4 27,c4d3
r7/1Rp3p1/p3k1Np/2b1p3/8/3Kn3/P2P1n1P/2B1q3 w - - 6 28,d3c3
r7/1Rp3p1/p3k1Np/2b1p3/8/2K1n3/P2P1n1P/2q5 w - - 0 29,c3b3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,b1a3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/N7/PPPP1PPP/R1BQKBNR w KQkq - 0 3,g1f3
r1bqkbnr/ppp2ppp/2np4/4p3/4P3/N4N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,f1e2
r2qkbnr/ppp2ppp/2np4/4p3/4P1b1/N4N2/PPPPBPPP/R1BQK2R w KQkq - 2 5,e1g1
r2qkbnr/ppp2ppp/3p4/4p3/3nP1b1/N4N2/PPPPBPPP/R1BQ1RK1 w kq - 4 6,e2b5
r2qkbnr/pp3ppp/2pp4/1B2p3/3nP1b1/N4N2/PPPP1PPP/R1BQ1RK1 w kq - 0 7,b5c4
r2qkbnr/pp3ppp/2pp4/4p3/2BnP3/N4b2/PPPP1PPP/R1BQ1RK1 w kq - 0 8,d1e1
r2qkbnr/pp3ppp/2pp4/4p2b/2BnP3/N7/PPPP1PPP/R1B1QRK1 w kq - 2 9,g2g4
